Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1195849","Specimen/Lot","Leptogorgia chilensis Verrill, 1868","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Horvath, Elizabeth A.","26 Jun 2007","Leptogorgia chilensis Verrill, 1868 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Turner, C. H.","14 Sep 1961","","North Pacific Ocean","","","United States","California","","","Santa Monica Bay, On Streetcar Reef off of Redondo Beach",33.83,-118.38,"","","","","","","18","","","","","","","","","","","","","","","11 Mar 2019 18:17:00","http://n2t.net/ark:/65665/3cb1236f9-12e9-4148-a74f-7fca341739b9"
"USNM 1195861","Specimen/Lot","Leptogorgia chilensis Verrill, 1868","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Horvath, Elizabeth A.","26 Jun 2007","Leptogorgia chilensis Verrill, 1868 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry","","Turner, C. H.","18 Jul 1961","","North Pacific Ocean","","","United States","California","","","Santa Monica Bay, On Streetcar Reef off of Redondo Beach",33.83,-118.38,"","","","","","","15","","","Paper with specimens states, ""Most common gorgonian growing on streetcars.""","","","","","","","","","","","","11 Mar 2019 18:17:00","http://n2t.net/ark:/65665/3ed151155-66f9-49fa-9e67-0474f5a317e6"
"USNM 1195862","Specimen/Lot","Leptogorgia chilensis Verrill, 1868","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Horvath, Elizabeth A.","26 Jun 2007","Leptogorgia chilensis Verrill, 1868 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",12,"","Dry","","Turner, C. H.","16 May 1961","","North Pacific Ocean","","","United States","California","Ventura County","","Point Gorda, Richfield Oil Artificial Island 1/2 Mile Off Point Gorda and about 10 miles south of Santa Barbara","","","","","","","","","5 to 9","","","","","","","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/33f4c0b55-d2bb-49fa-b5d8-50a951e32ec4"
"USNM 1196767","Specimen/Lot","Leptogorgia chilensis Verrill, 1868","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia chilensis Verrill, 1868 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.","Dec 1953","Aqua Lung","North Pacific Ocean","","","United States","California","","","La Jolla, Scripps Canyon, Off Scripps Institute",33.85,-117.87,"","","","","","","23 to 30","","","","","","","","","","","","","","","24 May 2019 15:57:00","http://n2t.net/ark:/65665/39ae5162f-2364-4c18-85aa-4cdb39f13596"
"USNM 1196768","Specimen/Lot","Leptogorgia chilensis Verrill, 1868","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia chilensis Verrill, 1868 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.","Dec 1953","Aqua Lung","North Pacific Ocean","","","United States","California","","","La Jolla, Scripps Submarine Canyon, Off Scripps Institute",33.85,-117.87,"","","","","","","15 to 21","","","","","","","","","","","","","","","24 May 2019 15:58:00","http://n2t.net/ark:/65665/3032f00a3-88a3-4385-95b3-52c18150e0c7"
"USNM 1196769","Specimen/Lot","Leptogorgia chilensis Verrill, 1868","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia chilensis Verrill, 1868 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.","14 Dec 1953","","North Pacific Ocean","","","United States","California","","","1/4 mile off Point La Jolla, edge of kelp bed",33.85,-117.87,"","","","","","","18 to 21","","","","","","","","","","","","","","","24 May 2019 15:58:00","http://n2t.net/ark:/65665/30b3c0a9b-4376-4a11-bb82-62da09671a6c"
"USNM 1197862","Specimen/Lot","Leptogorgia chilensis Verrill, 1868","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia chilensis Verrill, 1868 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.","11 Feb 1952","","North Pacific Ocean","","","United States","California","","","1 mile north of La Jolla",33.85,-117.87,"","","","","","","29","","","Tag with specimen states, ""White polyps.""","","","199320","","","","","","","","","24 May 2019 15:58:00","http://n2t.net/ark:/65665/3c9d42f32-7b7b-41ed-b7a9-0d9209b625e1"
"USNM 1676","Specimen/Lot","Leptogorgia cuspidata Verrill, 1865","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia cuspidata Verrill, 1865 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Syntype","Verrill. 1865. Proc. Comm. Essex Inst. 4 186.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","","United States Fish Commission","24 Mar 1911","seine and submarine light","North Pacific Ocean","","San Lucas Bay","Mexico","Baja California","","","San Lucas Bay, Cape San Lucas","","","","Lower California Cruise","Albatross R/V","","","","","","","","USFC/A5682A","","","","","","","","","","","30 Oct 2015 17:12:00","http://n2t.net/ark:/65665/37e225074-6fbc-4796-b788-a51b4653897e"
"USNM 18979","Specimen/Lot","Leptogorgia cuspidata Verrill, 1865","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Rathbun, Mary Jane, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","","Leptogorgia cuspidata Verrill, 1865 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Duges, A.","24 Aug 1891","","North Pacific Ocean","","","Mexico","","","","","","","","","","","","","","","","","","","000000","","","","","","","","","26 Jul 2013 15:46:00","http://n2t.net/ark:/65665/301329adc-f16a-483e-9092-d139fcd55c25"
"USNM 1020540","Specimen/Lot","Leptogorgia cuspidata Verrill, 1865","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","7 Feb 2004","Leptogorgia cuspidata Verrill, 1865 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Limbaugh, C.; Stewart, J.","Mar 1959","","North Pacific Ocean","","","Mexico","Baja California Sur","","","Cape San Lucas Canyon","","","","","","","","","0 to 15","","","","","","225531","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/33107abf6-b9e1-4698-bb9c-47cec33cf6f9"
"USNM 82913","Specimen/Lot","Leptogorgia dichotoma Verrill, 1870","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia dichotoma Verrill, 1870 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Gofas, S.","Feb 1983","","South Atlantic Ocean","","","Angola","","","","Ambrizete, 10 Km South Of","","","","","","","","","","","","","","","379374","","","","","","","","","20 Oct 2014 12:36:00","http://n2t.net/ark:/65665/34d861bfc-830d-4953-8eb8-eecbc12d0df0"
"USNM 82914","Specimen/Lot","Leptogorgia dichotoma Verrill, 1870","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia dichotoma Verrill, 1870 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Gofas, S.","1984","","South Atlantic Ocean","","","Angola","","","","Palmeirinhas","","","","","","","","","","","","","","","379374","","","","","","","","","26 Jul 2014 06:03:00","http://n2t.net/ark:/65665/318660876-4299-4ad3-9abe-b62f7aefa0eb"
"USNM 82915","Specimen/Lot","Leptogorgia dichotoma Verrill, 1870","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia dichotoma Verrill, 1870 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Lohmann","1980","","North Atlantic Ocean","","","Gambia","","","","Banjul, South Of, On Shore","","","","","","","","","","","","","","","379374","","","","","","","","","20 Oct 2014 12:36:00","http://n2t.net/ark:/65665/3484ac11c-f05d-4c1b-8e21-8fd12c196d34"
"USNM 1201657","Specimen/Lot","Leptogorgia diffusa (Verrill, 1868)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia diffusa (Verrill, 1868) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","Shrimp Trawler","North Pacific Ocean","","","Mexico","Baja California","","","Cape San Lazaro","","","","","","","","","66 to 73","","","","","","225531","","","","","","","","","26 Mar 2013 20:07:00","http://n2t.net/ark:/65665/36ed4280c-a5b5-4ec1-9a6e-e8a0896bcd86"
"USNM 1154461","Specimen/Lot","Leptogorgia esperi Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia esperi Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Gruvel","","","North Atlantic Ocean","","","Mauritania","","","","Nouadhibou","","","","","","","","","","","","","","RML Number : 434","322031","","","","","","","","","14 Jan 2013 18:10:00","http://n2t.net/ark:/65665/3513ce204-7d41-4a70-a788-b1f45a9091fd"
"USNM 1154462","Specimen/Lot","Leptogorgia esperi Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia esperi Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Bedean","","","North Atlantic Ocean","","","Spain","","","","Cadiz","","","","","","","","","","","","","","RML Number : 715","322031","","","","","","","","","14 Jan 2013 18:10:00","http://n2t.net/ark:/65665/36d0ed6c8-8c09-42df-8b4a-2a31e8ff0c03"
"USNM 86744","Specimen/Lot","Leptogorgia euryale (Bayer, 1952)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Lowry, J. W.","Nov 1981","Leptogorgia euryale (Bayer, 1952) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","BOEM Collections; Southwest Florida Shelf Ecosystem Study; SOFLA","1 ca.","","Dry","03","Continental Shelf Associates for BLM/ MMS","18 Jul 1981","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Fort Myers, West Of",26.7644,-83.3572,"","SOFLA","","II","","","50.2","","","Fragment sampled for DNA by Peter Etnoyer. Returned in March 2023","2/II-03-TDS","","345592","","","","","","","","","22 Mar 2023 12:45:00","http://n2t.net/ark:/65665/3e6fe01fc-995a-48ad-9b08-6ddf5beee43e"
"USNM 1197329","Specimen/Lot","Leptogorgia exigua ? Verrill, 1870","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia exigua Verrill, 1870 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Guzman, H.","","","North Pacific Ocean","","","Costa Rica","","","","Cano Island","","","","","","","","","18","","","","","specimen number : 1","","","","","","","","","","15 Jan 2013 20:57:00","http://n2t.net/ark:/65665/3fdda4fda-375a-4357-8eff-573bd18b9058"
"USNM 49360","Specimen/Lot","Leptogorgia fasciculata Bielschowsky, 1918","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia fasciculata Bielschowsky, 1918 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Galtsoff, P. S.","Mar 1948","","North Pacific Ocean","Gulf of Panama","","Panama","","","","Perlas Archipelago, Rey Island","","","","","","","","","11 to 15","","","","","","179817","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/39616c2a4-725f-4d9d-aaff-1dae6d52670b"
"USNM 49361","Specimen/Lot","Leptogorgia fasciculata Bielschowsky, 1918","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia fasciculata Bielschowsky, 1918 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","27","Galtsoff, P. S.","12 Mar 1948","","North Pacific Ocean","","","Panama","","","","Honda Bay",7.77,-81.52,"","","","","","","","","","","","","179817","","","","","","","","","06 Oct 2016 21:23:00","http://n2t.net/ark:/65665/3fb66b6a8-174e-45c1-9ead-0d37794b9fa5"
"USNM 50539","Specimen/Lot","Leptogorgia fasciculata Bielschowsky, 1918","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia fasciculata Bielschowsky, 1918 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry","","Berry, S. S.","1949","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Adair Bay, Cholla Cove, From Runnels Of Outer Reefs",31.32,-113.65,"","","","","","","","Intertidal","","","","","211050","","","","","","","","","13 Dec 2018 15:32:00","http://n2t.net/ark:/65665/3d3790c1d-1717-4adf-b31c-a67cf3f23dfb"
"USNM 1106683","Specimen/Lot","Leptogorgia filicrispa Horvath, 2011","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Horvath, Elizabeth A.","2011","Leptogorgia filicrispa Horvath, 2011 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Leptogorgia sp.","Paratype","Horvath, E. A. 2011. An unusual new ""sea fan"" from the northeastern Pacific Ocean (Cnidaria: Octocorallia: Gorgoniidae). 124 45-52.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","","25 ca.","","Dry","P-212-60","Parker, R. H.","31 Mar 1960","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","Cabo Tepoca",30.3725,-113.133,"","","","","","","56 to 67","","","","","","230217","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3d30b4f9c-c3c1-4ef0-9c8c-78776f7f6c9b"
"USNM 1106684","Specimen/Lot","Leptogorgia filicrispa Horvath, 2011","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Horvath, Elizabeth A.","2011","Leptogorgia filicrispa Horvath, 2011 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Leptogorgia sp.","Paratype","Horvath, E. A. 2011. An unusual new ""sea fan"" from the northeastern Pacific Ocean (Cnidaria: Octocorallia: Gorgoniidae). 124 45-52.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","","5 ca.","","Dry","","Limbaugh, C.","","","North Pacific Ocean","","","Mexico","Baja California","","","Cape San Lazaro","","","","","","","","","66 to 73","","","","","","225531","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3bdedbdad-3334-4367-a754-5e574712d53c"
"USNM 1106685","Specimen/Lot","Leptogorgia filicrispa Horvath, 2011","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Horvath, Elizabeth A.","2011","Leptogorgia filicrispa Horvath, 2011 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Leptogorgia sp.","Paratype","Horvath, E. A. 2011. An unusual new ""sea fan"" from the northeastern Pacific Ocean (Cnidaria: Octocorallia: Gorgoniidae). 124 45-52.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","","10 ca.","","Dry","","Limbaugh, C.; North, W.","Mar 1959","","North Pacific Ocean","","","Mexico","Baja California Sur","","","Cape San Lucas Canyon","","","","","","","","","30","","","","","","225531","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3bb245a15-65b0-41e7-8068-1085132375d0"
"USNM 437","Specimen/Lot","Leptogorgia flammea (Ellis & Solander, 1786)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia flammea (Ellis & Solander, 1786) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","1838 to 1842","","South Atlantic Ocean","","","South Africa","Western Cape","","","Cape Town",-35.93,18.47,"","U.S. Exploring Expedition","","","","","","","","","","","000000","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/360800c14-65a8-4a79-bb97-57c0230d93d2"
"USNM 1225997","Specimen/Lot","Leptogorgia flammea (Ellis & Solander, 1786)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia flammea (Ellis & Solander, 1786) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Ward","","","","","","","","","","Africa","","","","","","","","","","","","mounted on 3x5 black wooden pedestal","","","033235","","","","","","","","","30 Sep 2013 12:50:00","http://n2t.net/ark:/65665/3b7e97cfa-ec4d-4965-bde9-5208b27300d3"
"USNM 44212","Specimen/Lot","Leptogorgia florae (Verrill, 1868)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Deichmann, Elizabeth","","Leptogorgia florae (Verrill, 1868) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Valerio, M.","20 Feb 1931","","North Pacific Ocean","Gulf of Nicoya","","Costa Rica","","","","","","","","","","","","","","","","","","","117001","","","","","","","","","26 Jul 2014 06:03:00","http://n2t.net/ark:/65665/3db36c7ce-a973-465f-8a66-cc509ff19e0e"
"USNM 1211250","Specimen/Lot","Leptogorgia florae ? (Verrill, 1868)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Muzik, Katherine M., (UNITED STATES)","","Leptogorgia florae (Verrill, 1868) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Rainey, W. E.","12 Dec 1976","","North Pacific Ocean","Gulf of California","","Mexico","Sonora","","","on beach at Desemboque del Rio San Ignacio","","","","","","","","","","","","","","","327322","","","","","","","","","10 May 2016 17:33:00","http://n2t.net/ark:/65665/3bf2bb82e-7e61-4e31-969f-09c64a75e7db"
"USNM 1013285","Specimen/Lot","Leptogorgia gabunensis Stiasny, 1951","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Stiasny, Gustav Albert","","Leptogorgia gabunensis Stiasny, 1951 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Paratype","","Schizotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","","1 Fragment(s)","","DRY","","","","","North Atlantic Ocean","","","Gabon","","","","Libreville","","","","","","","","","","","","","","Original Number : 926","322031","","","","","","","","","26 Jan 2017 20:29:00","http://n2t.net/ark:/65665/30bfaf759-766c-49d3-9fa8-3fd14fedfedc"
"USNM 82916","Specimen/Lot","Leptogorgia gaini (Stiasny, 1940)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia gaini (Stiasny, 1940) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Laborel","17 Aug 1970","","North Atlantic Ocean","","","Cape Verde","","","","Boa Vista Island, Sal Rei","","","","","","","","","10 to 12","","","","","","379374","","","","","","","","","20 Oct 2014 12:36:00","http://n2t.net/ark:/65665/3e3ea9230-2cf7-4c10-a9c4-70a9ceea7952"
"USNM 82917","Specimen/Lot","Leptogorgia gaini (Stiasny, 1940)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia gaini (Stiasny, 1940) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Laborel","1970","","North Atlantic Ocean","","","Cape Verde","","","","St. Vincent, Porto Calhau","","","","","","","","","20","","","","","","379374","","","","","","","","","20 Oct 2014 12:36:00","http://n2t.net/ark:/65665/358ed6208-ee0b-4884-b7d9-60db8891ae15"
"USNM 79420","Specimen/Lot","Leptogorgia gilchristi (Hickson, 1904)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Williams, G.","","Leptogorgia gilchristi (Hickson, 1904) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",2,"","Dry","","","1983","","Indian Ocean","","","South Africa","","","","Algoa Bay, Off Port Elizabeth","","","","","","","","","50 to 80","","","","","","356868","","","","","","","","","17 Oct 2014 21:59:00","http://n2t.net/ark:/65665/3d176416f-d559-4381-b348-c18a1c0699c2"
"USNM 5310","Specimen/Lot","Leptogorgia gracilis Verrill","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Rathbun, R.","","Leptogorgia gracilis Verrill : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","1876","","South Atlantic Ocean","","","Brazil","Bahia","","","Mapele","","","","","","","","","","","","","","","000000","","","","","","","","","19 Dec 2014 19:48:00","http://n2t.net/ark:/65665/3b0b83c06-b1fa-4d90-99d4-414af0e46bb4"
"USNM 5311","Specimen/Lot","Leptogorgia gracilis Verrill","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Rathbun, R.","","Leptogorgia gracilis Verrill : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","1876","","South Atlantic Ocean","","","Brazil","Bahia","","","Mapele","","","","","","","","","","","","","","","000000","","","","","","","","","19 Dec 2014 19:48:00","http://n2t.net/ark:/65665/3f36b7e6c-a50f-44fe-8fde-88f1ccfa8f7e"
"USNM 44226","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","1956","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","4","University of Miami","28 Sep 1948","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Charlotte Harbor, Gasparilla Island, Boca Grande, 7 Mile West Of",26.67,-82.45,"","","","","","","15","","","Specimen found completely dried out and transferred to the dry collection.","","","182008","","","","","","","","","02 Mar 2020 16:45:00","http://n2t.net/ark:/65665/343cb4274-b162-4c30-a763-4d03a0246f32"
"USNM 49589","Specimen/Lot","Leptogorgia hebes Verrill, 1869","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia hebes Verrill, 1869 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Pearse, A. S.","29 Jun 1949","","North Atlantic Ocean","","","United States","North Carolina","","","New River, Reefs Of Mouth Of River","","","","","","","","","8","","","","","","184330","","","","","","","","","14 Jan 2013 18:16:00","http://n2t.net/ark:/65665/313b15bfb-c4fd-4ff3-9f77-b606cb8ed291"
