,source,target,Alignment,Energy_Kcal_Mol,Al_Len,Subject_Identity,Query_Identity,PCC.cor,PCC_magnitude,PCC_direction,p_value
66,Cluster_12081,FUN_016943,ptg000011l:9239516-9264162;2 19;17004 17025,-13.82,18,61.11%,72.22%,0.87371121873146,0.87371121873146,1,1.86981459387071e-13
67,Cluster_12081,FUN_016943,ptg000011l:9239516-9264162;2 20;22830 22852,-19.8,20,75.00%,80.00%,0.87371121873146,0.87371121873146,1,1.86981459387071e-13
68,Cluster_12081,FUN_018741,ptg000012l:12762576-12773547;2 20;5172 5192,-19.87,18,66.67%,77.78%,0.676098273994906,0.676098273994906,1,1.68511737559201e-06
69,Cluster_12081,FUN_018891,ptg000012l:14879388-14882692;2 15;185 203,-11.47,13,84.62%,84.62%,0.714505173908211,0.714505173908211,1,2.24033652931987e-07
70,Cluster_12081,FUN_019259,ptg000015l:164073-176650;2 19;4162 4185,-17.79,20,70.00%,75.00%,0.716845103669037,0.716845103669037,1,1.96048378134357e-07
71,Cluster_12081,FUN_020771,ptg000015l:8613046-8614732;2 20;22 44,-12.32,20,65.00%,70.00%,0.623252978387525,0.623252978387525,1,1.74212438312806e-05
72,Cluster_12081,FUN_022886,ptg000017l:1112289-1136302;2 18;12260 12279,-16.12,16,75.00%,81.25%,0.632859678358481,0.632859678358481,1,1.17681731113784e-05
73,Cluster_12081,FUN_022886,ptg000017l:1112289-1136302;2 20;7864 7882,-18.85,18,77.78%,77.78%,0.632859678358481,0.632859678358481,1,1.17681731113784e-05
74,Cluster_12081,FUN_022886,ptg000017l:1112289-1136302;2 20;13589 13610,-17.6,19,78.95%,78.95%,0.632859678358481,0.632859678358481,1,1.17681731113784e-05
75,Cluster_12081,FUN_023814,ptg000017l:11793992-11795208;2 18;976 996,-13.26,16,62.50%,81.25%,0.660589467193755,0.660589467193755,1,3.5070321348802e-06
76,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08
77,Cluster_12081,FUN_026047,ptg000020l:4084327-4089672;2 19;2181 2201,-22.57,17,70.59%,88.24%,0.740957681180463,0.740957681180463,1,4.56978546432712e-08
78,Cluster_12081,FUN_026284,ptg000020l:7248728-7272228;2 9;4807 4827,-14.43,7,100.00%,100.00%,0.824127945048077,0.824127945048077,1,6.41201628419469e-11
79,Cluster_12081,FUN_026462,ptg000020l:9153100-9154422;2 13;710 730,-15.01,11,81.82%,90.91%,0.725158243343259,0.725158243343259,1,1.20715937462806e-07
80,Cluster_12081,FUN_027750,ptg000021l:10056995-10058048;2 20;927 947,-17.95,18,72.22%,77.78%,0.840190502724195,0.840190502724195,1,1.20569869468412e-11
81,Cluster_12081,FUN_027753,ptg000021l:10174291-10175344;2 20;927 947,-17.95,18,72.22%,77.78%,0.730526667002917,0.730526667002917,1,8.74384198490123e-08
82,Cluster_12081,FUN_028343,ptg000021l:18554645-18556837;2 18;526 549,-16.2,19,68.42%,78.95%,0.690783491669322,0.690783491669322,1,8.07800702808029e-07
83,Cluster_12081,FUN_028400,ptg000021l:19391303-19439761;2 20;35654 35674,-13.88,18,50.00%,77.78%,0.661606709855669,0.661606709855669,1,3.34675288278573e-06
84,Cluster_12081,FUN_028400,ptg000021l:19391303-19439761;2 17;34498 34520,-13.52,17,70.59%,76.47%,0.661606709855669,0.661606709855669,1,3.34675288278573e-06
85,Cluster_12081,FUN_028400,ptg000021l:19391303-19439761;2 20;5097 5120,-18.41,21,71.43%,76.19%,0.661606709855669,0.661606709855669,1,3.34675288278573e-06
86,Cluster_12081,FUN_028400,ptg000021l:19391303-19439761;2 20;17897 17918,-15.99,19,68.42%,78.95%,0.661606709855669,0.661606709855669,1,3.34675288278573e-06
87,Cluster_12081,FUN_028413,ptg000021l:19568245-19580261;2 20;7857 7876,-15.74,18,66.67%,72.22%,0.755193587222337,0.755193587222337,1,1.79100754729924e-08
88,Cluster_12081,FUN_028413,ptg000021l:19568245-19580261;2 20;4726 4746,-14.39,18,66.67%,77.78%,0.755193587222337,0.755193587222337,1,1.79100754729924e-08
89,Cluster_12081,FUN_028416,ptg000021l:19606689-19655812;2 17;7255 7274,-12.41,15,73.33%,80.00%,0.81147473236113,0.81147473236113,1,2.13345508641086e-10
90,Cluster_12081,FUN_028416,ptg000021l:19606689-19655812;2 17;33678 33695,-10.79,15,80.00%,80.00%,0.81147473236113,0.81147473236113,1,2.13345508641086e-10
91,Cluster_12081,FUN_028435,ptg000021l:19826994-19879816;2 15;51584 51603,-14.71,13,76.92%,84.62%,0.860011677542976,0.860011677542976,1,1.16810863541252e-12
92,Cluster_12081,FUN_028435,ptg000021l:19826994-19879816;2 13;41599 41619,-13.73,11,81.82%,90.91%,0.860011677542976,0.860011677542976,1,1.16810863541252e-12
93,Cluster_12081,FUN_028435,ptg000021l:19826994-19879816;2 15;20465 20488,-16.79,16,75.00%,81.25%,0.860011677542976,0.860011677542976,1,1.16810863541252e-12
94,Cluster_12081,FUN_028435,ptg000021l:19826994-19879816;2 15;7180 7200,-14.9,13,76.92%,84.62%,0.860011677542976,0.860011677542976,1,1.16810863541252e-12
95,Cluster_12081,FUN_028665,ptg000022l:2372952-2376055;2 16;1840 1861,-12.84,15,80.00%,80.00%,0.789825986705821,0.789825986705821,1,1.37321306344513e-09
96,Cluster_12081,FUN_031542,ptg000023l:22733214-22743412;2 17;9475 9495,-18.08,15,73.33%,86.67%,0.656486384860257,0.656486384860257,1,4.22779389983662e-06
97,Cluster_12081,FUN_034037,ptg000024l:4023391-4033523;2 17;3401 3420,-12.41,15,73.33%,80.00%,0.821402077470335,0.821402077470335,1,8.37345224171501e-11
98,Cluster_12081,FUN_034086,ptg000024l:4700186-4702859;2 19;605 623,-19.38,17,70.59%,82.35%,0.768718306583837,0.768718306583837,1,6.92455794353544e-09
99,Cluster_12081,FUN_039566,ptg000030l:1349902-1350611;2 18;507 527,-15.28,16,62.50%,87.50%,0.735331467590751,0.735331467590751,1,6.50907344641394e-08
100,Cluster_12081,FUN_039578,ptg000030l:1464462-1474302;2 19;8409 8428,-19.08,17,76.47%,82.35%,0.662298062162837,0.662298062162837,1,3.24169595693344e-06
101,Cluster_12081,FUN_039578,ptg000030l:1464462-1474302;2 19;963 982,-19.08,17,76.47%,82.35%,0.662298062162837,0.662298062162837,1,3.24169595693344e-06
102,Cluster_12081,FUN_039639,ptg000030l:1973678-1978660;2 20;243 265,-22.33,20,70.00%,80.00%,0.688682488414851,0.688682488414851,1,8.9974646988055e-07
103,Cluster_12081,FUN_039919,ptg000031l:1655725-1687081;2 14;4264 4284,-21.19,12,91.67%,91.67%,0.763364084606423,0.763364084606423,1,1.01629523020013e-08
104,Cluster_12081,FUN_042063,ptg000036l:109369-120540;2 9;2266 2286,-13.93,7,100.00%,100.00%,0.855798905019996,0.855798905019996,1,1.97435213417652e-12
105,Cluster_12081,FUN_042063,ptg000036l:109369-120540;2 19;3887 3910,-20.27,20,70.00%,85.00%,0.855798905019996,0.855798905019996,1,1.97435213417652e-12
106,Cluster_12081,FUN_042901,ptg000047l:1487082-1499825;2 15;11308 11331,-16.19,16,75.00%,75.00%,0.648193627295009,0.648193627295009,1,6.11635961219174e-06
107,Cluster_12081,FUN_042901,ptg000047l:1487082-1499825;2 20;8339 8358,-14.52,18,66.67%,77.78%,0.648193627295009,0.648193627295009,1,6.11635961219174e-06
108,Cluster_12081,FUN_042901,ptg000047l:1487082-1499825;2 19;11811 11832,-19.95,18,72.22%,83.33%,0.648193627295009,0.648193627295009,1,6.11635961219174e-06
109,Cluster_12081,FUN_042950,ptg000047l:2301377-2311682;2 16;10185 10205,-15.25,14,78.57%,85.71%,-0.666728031657311,0.666728031657311,-1,2.63733110984157e-06
110,Cluster_12083,FUN_000572,ntLink_6:4454590-4457916;2 17;1337 1357,-13.37,15,66.67%,73.33%,0.776524479318386,0.776524479318386,1,3.88479926080361e-09
111,Cluster_12083,FUN_004105,ntLink_8:19329972-19331930;2 18;832 852,-16.33,16,62.50%,81.25%,0.645695093684412,0.645695093684412,1,6.82141264514028e-06
112,Cluster_12083,FUN_005146,ntLink_8:31586546-31689603;2 14;29031 29050,-14.72,12,83.33%,83.33%,0.832174197735709,0.832174197735709,1,2.83766442486842e-11
113,Cluster_12083,FUN_005146,ntLink_8:31586546-31689603;2 17;31725 31743,-12.96,15,73.33%,80.00%,0.832174197735709,0.832174197735709,1,2.83766442486842e-11
114,Cluster_12083,FUN_005146,ntLink_8:31586546-31689603;2 18;97490 97508,-14.16,16,75.00%,81.25%,0.832174197735709,0.832174197735709,1,2.83766442486842e-11
115,Cluster_12083,FUN_008687,ptg000002l:14342627-14371276;2 19;22950 22969,-20.5,17,70.59%,82.35%,0.675725248851259,0.675725248851259,1,1.71596184099003e-06
116,Cluster_12083,FUN_008687,ptg000002l:14342627-14371276;2 19;2456 2475,-20.5,17,70.59%,82.35%,0.675725248851259,0.675725248851259,1,1.71596184099003e-06
117,Cluster_12083,FUN_009832,ptg000004l:12312159-12313396;2 17;1013 1036,-17.1,18,66.67%,72.22%,0.823700314184976,0.823700314184976,1,6.68819515266462e-11
118,Cluster_12083,FUN_009833,ptg000004l:12314830-12341503;2 18;14149 14171,-19.21,18,61.11%,83.33%,0.643023770042917,0.643023770042917,1,7.65707395309553e-06
119,Cluster_12083,FUN_010040,ptg000004l:13858601-13859887;2 20;530 549,-11.41,18,55.56%,83.33%,0.690088416967583,0.690088416967583,1,8.37211766273702e-07
120,Cluster_12083,FUN_009214,ptg000004l:4062799-4066054;2 16;980 1002,-14.21,16,75.00%,75.00%,0.749566327759225,0.749566327759225,1,2.61284027615508e-08
121,Cluster_12083,FUN_009360,ptg000004l:5790257-5799326;2 19;39 58,-15.67,17,76.47%,82.35%,0.656814621453684,0.656814621453684,1,4.16548118701333e-06
122,Cluster_12083,FUN_009600,ptg000004l:9150653-9169304;2 20;14032 14052,-20.17,18,66.67%,72.22%,0.757229836376484,0.757229836376484,1,1.55835877300381e-08
123,Cluster_12083,FUN_010207,ptg000005l:597477-599772;2 18;1865 1883,-16.53,16,68.75%,81.25%,0.621288956490372,0.621288956490372,1,1.88457785397804e-05
124,Cluster_12083,FUN_012889,ptg000008l:14216440-14240712;2 18;13413 13432,-17.5,16,81.25%,87.50%,-0.643567268890686,0.643567268890686,-1,7.4798112329185e-06
125,Cluster_12083,FUN_015199,ptg000009l:7413390-7414671;2 13;567 588,-22.35,12,83.33%,91.67%,0.623056899509871,0.623056899509871,1,1.75589068028665e-05
126,Cluster_12083,FUN_016011,ptg000010l:562362-638956;2 18;10111 10131,-16.9,16,56.25%,81.25%,0.622563529205188,0.622563529205188,1,1.79096999709472e-05
127,Cluster_12083,FUN_016011,ptg000010l:562362-638956;2 20;66281 66301,-15.02,18,61.11%,72.22%,0.622563529205188,0.622563529205188,1,1.79096999709472e-05
128,Cluster_12083,FUN_016011,ptg000010l:562362-638956;2 20;11260 11282,-19.27,20,70.00%,85.00%,0.622563529205188,0.622563529205188,1,1.79096999709472e-05
129,Cluster_12083,FUN_016768,ptg000011l:7254373-7257964;2 20;3230 3250,-16.1,18,66.67%,72.22%,0.696841325827305,0.696841325827305,1,5.88998490001359e-07
130,Cluster_12083,FUN_016908,ptg000011l:8709587-8726975;2 19;588 608,-16.66,17,58.82%,82.35%,0.848154623374068,0.848154623374068,1,4.91169968951151e-12
131,Cluster_12083,FUN_016943,ptg000011l:9239516-9264162;2 19;17004 17025,-13.82,18,61.11%,72.22%,0.803039356837001,0.803039356837001,1,4.52863274434542e-10
132,Cluster_12083,FUN_016943,ptg000011l:9239516-9264162;2 20;22830 22852,-19.8,20,75.00%,80.00%,0.803039356837001,0.803039356837001,1,4.52863274434542e-10
133,Cluster_12083,FUN_018741,ptg000012l:12762576-12773547;2 20;5172 5192,-19.87,18,66.67%,77.78%,0.691880050579721,0.691880050579721,1,7.63334972975841e-07
134,Cluster_12083,FUN_018891,ptg000012l:14879388-14882692;2 15;185 203,-11.47,13,84.62%,84.62%,0.613127266473228,0.613127266473228,1,2.59786704387116e-05
135,Cluster_12083,FUN_022362,ptg000016l:8121390-8125450;2 19;778 795,-13.48,17,70.59%,70.59%,0.615730501694593,0.615730501694593,1,2.34734327147161e-05
136,Cluster_12083,FUN_022362,ptg000016l:8121390-8125450;2 18;895 912,-15.24,16,81.25%,81.25%,0.615730501694593,0.615730501694593,1,2.34734327147161e-05
137,Cluster_12083,FUN_022362,ptg000016l:8121390-8125450;2 20;2970 2993,-28.34,21,71.43%,85.71%,0.615730501694593,0.615730501694593,1,2.34734327147161e-05
138,Cluster_12083,FUN_022886,ptg000017l:1112289-1136302;2 18;12260 12279,-16.12,16,75.00%,81.25%,0.649222125256784,0.649222125256784,1,5.84607278402807e-06
139,Cluster_12083,FUN_022886,ptg000017l:1112289-1136302;2 20;7864 7882,-18.85,18,77.78%,77.78%,0.649222125256784,0.649222125256784,1,5.84607278402807e-06
140,Cluster_12083,FUN_022886,ptg000017l:1112289-1136302;2 20;13589 13610,-17.6,19,78.95%,78.95%,0.649222125256784,0.649222125256784,1,5.84607278402807e-06
141,Cluster_12083,FUN_024212,ptg000018l:3500032-3501626;2 19;1297 1316,-17,17,70.59%,70.59%,0.608492275123537,0.608492275123537,1,3.1050497846435e-05
142,Cluster_12083,FUN_026047,ptg000020l:4084327-4089672;2 10;820 840,-14.91,8,100.00%,100.00%,0.741293704924359,0.741293704924359,1,4.47298111369979e-08
143,Cluster_12083,FUN_026047,ptg000020l:4084327-4089672;2 19;2181 2201,-22.57,17,70.59%,88.24%,0.741293704924359,0.741293704924359,1,4.47298111369979e-08
144,Cluster_12083,FUN_026284,ptg000020l:7248728-7272228;2 9;4807 4827,-14.43,7,100.00%,100.00%,0.803662877453018,0.803662877453018,1,4.28888128305232e-10
145,Cluster_12083,FUN_026462,ptg000020l:9153100-9154422;2 13;710 730,-15.01,11,81.82%,90.91%,0.648106710525791,0.648106710525791,1,6.13971854703489e-06
146,Cluster_12083,FUN_027750,ptg000021l:10056995-10058048;2 20;927 947,-17.95,18,72.22%,77.78%,0.772543275680277,0.772543275680277,1,5.23146167005173e-09
147,Cluster_12083,FUN_027753,ptg000021l:10174291-10175344;2 20;927 947,-17.95,18,72.22%,77.78%,0.680985805862162,0.680985805862162,1,1.3254613580388e-06
148,Cluster_12083,FUN_027919,ptg000021l:13235060-13254379;2 16;19144 19164,-22.86,14,78.57%,78.57%,0.602490817083116,0.602490817083116,1,3.89551265467033e-05
149,Cluster_12083,FUN_028065,ptg000021l:15425855-15430357;2 16;1412 1432,-12.14,14,64.29%,78.57%,0.616701544942719,0.616701544942719,1,2.25968646916622e-05
150,Cluster_12083,FUN_028343,ptg000021l:18554645-18556837;2 18;526 549,-16.2,19,68.42%,78.95%,0.659276370205213,0.659276370205213,1,3.72435947684649e-06
151,Cluster_12083,FUN_028400,ptg000021l:19391303-19439761;2 20;35654 35674,-13.88,18,50.00%,77.78%,0.660080369018268,0.660080369018268,1,3.58986887164866e-06
152,Cluster_12083,FUN_028400,ptg000021l:19391303-19439761;2 17;34498 34520,-13.52,17,70.59%,76.47%,0.660080369018268,0.660080369018268,1,3.58986887164866e-06
153,Cluster_12083,FUN_028400,ptg000021l:19391303-19439761;2 20;5097 5120,-18.41,21,71.43%,76.19%,0.660080369018268,0.660080369018268,1,3.58986887164866e-06
154,Cluster_12083,FUN_028400,ptg000021l:19391303-19439761;2 20;17897 17918,-15.99,19,68.42%,78.95%,0.660080369018268,0.660080369018268,1,3.58986887164866e-06
155,Cluster_12083,FUN_028413,ptg000021l:19568245-19580261;2 20;7857 7876,-15.74,18,66.67%,72.22%,0.70233943266954,0.70233943266954,1,4.39219314577397e-07
156,Cluster_12083,FUN_028413,ptg000021l:19568245-19580261;2 20;4726 4746,-14.39,18,66.67%,77.78%,0.70233943266954,0.70233943266954,1,4.39219314577397e-07
157,Cluster_12083,FUN_028416,ptg000021l:19606689-19655812;2 17;7255 7274,-12.41,15,73.33%,80.00%,0.819990329613293,0.819990329613293,1,9.59776556527206e-11
158,Cluster_12083,FUN_028416,ptg000021l:19606689-19655812;2 17;33678 33695,-10.79,15,80.00%,80.00%,0.819990329613293,0.819990329613293,1,9.59776556527206e-11
