,source,target,Alignment,Energy_Kcal_Mol,Al_Len,Subject_Identity,Query_Identity,PCC.cor,PCC_magnitude,PCC_direction,p_value
23,Cluster_12081,FUN_042063,ptg000036l:109369-120540;2 19;3887 3910,-20.27,20,70.00%,85.00%,0.855798905019996,0.855798905019996,1,1.97435213417652e-12
24,Cluster_12083,FUN_005146,ntLink_8:31586546-31689603;2 14;29031 29050,-14.72,12,83.33%,83.33%,0.832174197735709,0.832174197735709,1,2.83766442486842e-11
25,Cluster_12083,FUN_005146,ntLink_8:31586546-31689603;2 17;31725 31743,-12.96,15,73.33%,80.00%,0.832174197735709,0.832174197735709,1,2.83766442486842e-11
26,Cluster_12083,FUN_005146,ntLink_8:31586546-31689603;2 18;97490 97508,-14.16,16,75.00%,81.25%,0.832174197735709,0.832174197735709,1,2.83766442486842e-11
27,Cluster_12083,FUN_009832,ptg000004l:12312159-12313396;2 17;1013 1036,-17.1,18,66.67%,72.22%,0.823700314184976,0.823700314184976,1,6.68819515266462e-11
28,Cluster_12083,FUN_016908,ptg000011l:8709587-8726975;2 19;588 608,-16.66,17,58.82%,82.35%,0.848154623374068,0.848154623374068,1,4.91169968951151e-12
29,Cluster_12083,FUN_016943,ptg000011l:9239516-9264162;2 19;17004 17025,-13.82,18,61.11%,72.22%,0.803039356837001,0.803039356837001,1,4.52863274434542e-10
30,Cluster_12083,FUN_016943,ptg000011l:9239516-9264162;2 20;22830 22852,-19.8,20,75.00%,80.00%,0.803039356837001,0.803039356837001,1,4.52863274434542e-10
31,Cluster_12083,FUN_026284,ptg000020l:7248728-7272228;2 9;4807 4827,-14.43,7,100.00%,100.00%,0.803662877453018,0.803662877453018,1,4.28888128305232e-10
32,Cluster_12083,FUN_028416,ptg000021l:19606689-19655812;2 17;7255 7274,-12.41,15,73.33%,80.00%,0.819990329613293,0.819990329613293,1,9.59776556527206e-11
33,Cluster_12083,FUN_028416,ptg000021l:19606689-19655812;2 17;33678 33695,-10.79,15,80.00%,80.00%,0.819990329613293,0.819990329613293,1,9.59776556527206e-11
34,Cluster_12083,FUN_034037,ptg000024l:4023391-4033523;2 17;3401 3420,-12.41,15,73.33%,80.00%,0.806817047034548,0.806817047034548,1,3.24746871804373e-10
35,Cluster_12087,FUN_009832,ptg000004l:12312159-12313396;2 17;1013 1036,-17.1,18,66.67%,72.22%,0.847876189972492,0.847876189972492,1,5.07269178546997e-12
36,Cluster_12087,FUN_016908,ptg000011l:8709587-8726975;2 19;588 608,-16.66,17,58.82%,82.35%,0.806385220175156,0.806385220175156,1,3.37452552892655e-10
37,Cluster_12087,FUN_028416,ptg000021l:19606689-19655812;2 17;7255 7274,-12.41,15,73.33%,80.00%,0.802900307646018,0.802900307646018,1,4.58378039004606e-10
38,Cluster_12087,FUN_028416,ptg000021l:19606689-19655812;2 17;33678 33695,-10.79,15,80.00%,80.00%,0.802900307646018,0.802900307646018,1,4.58378039004606e-10
39,Cluster_15097,FUN_038836,ptg000027l:11918911-11922475;2 21;877 897,-13.76,19,63.16%,68.42%,0.820656475377983,0.820656475377983,1,9.00055646907405e-11
40,Cluster_1865,FUN_037145,ptg000026l:6327368-6342972;2 22;491 516,-14.38,22,54.55%,77.27%,0.836903419145894,0.836903419145894,1,1.72217056677064e-11
41,Cluster_1865,FUN_037145,ptg000026l:6327368-6342972;2 23;14321 14344,-12.75,21,57.14%,85.71%,0.836903419145894,0.836903419145894,1,1.72217056677064e-11
42,Cluster_3109,FUN_032597,ptg000023l:33693049-33694132;2 19;256 275,-17.74,17,76.47%,82.35%,0.803506648804404,0.803506648804404,1,4.34781306743034e-10
43,Cluster_5685,FUN_000442,ntLink_6:3111067-3119137;2 15;5467 5488,-14.04,13,69.23%,92.31%,0.975276831854474,0.975276831854474,1,1.60478728719788e-26
44,Cluster_5685,FUN_000443,ntLink_6:3119756-3146491;2 15;20291 20312,-14.04,13,69.23%,92.31%,0.940916084021749,0.940916084021749,1,1.83776214948152e-19
45,Cluster_5685,FUN_000443,ntLink_6:3119756-3146491;2 16;22993 23014,-11.05,14,71.43%,85.71%,0.940916084021749,0.940916084021749,1,1.83776214948152e-19
46,Cluster_5685,FUN_005090,ntLink_8:30954464-30978183;2 16;14105 14126,-20.31,14,92.86%,100.00%,0.906990271425285,0.906990271425285,1,7.54982843796334e-16
47,Cluster_5685,FUN_008590,ptg000002l:13206253-13220214;2 21;4614 4635,-11.28,19,63.16%,73.68%,0.87194629694686,0.87194629694686,1,2.3953278591719e-13
48,Cluster_5685,FUN_023695,ptg000017l:10712326-10714974;2 21;1202 1227,-12.83,23,69.57%,73.91%,0.802242191258436,0.802242191258436,1,4.85341569324897e-10
49,Cluster_5685,FUN_031919,ptg000023l:26744457-26747304;2 10;1399 1420,-10.39,8,100.00%,100.00%,0.94114132359426,0.94114132359426,1,1.7125049484226e-19
50,Cluster_5685,FUN_032657,ptg000023l:34628219-34651183;2 21;390 415,-12.83,23,69.57%,73.91%,0.981074397796587,0.981074397796587,1,1.05226917585387e-28
51,Cluster_9420,FUN_000443,ntLink_6:3119756-3146491;2 17;9550 9572,-16.11,17,70.59%,76.47%,0.807165424629454,0.807165424629454,1,3.14824060309007e-10
52,Cluster_11565,FUN_001912,ntLink_6:17716257-17717257;2 16;494 514,-12.24,14,78.57%,78.57%,0.912179376056457,0.912179376056457,1,2.65658194271452e-16
53,Cluster_12081,FUN_017265,ptg000011l:11438633-11439633;2 20;125 145,-17.69,18,66.67%,77.78%,0.821662629871198,0.821662629871198,1,8.16413043445516e-11
54,Cluster_12081,FUN_038519,ptg000027l:8273378-8274378;2 13;979 998,-16.98,11,81.82%,90.91%,0.809090505759008,0.809090505759008,1,2.64912916474614e-10
55,Cluster_12083,FUN_017265,ptg000011l:11438633-11439633;2 20;125 145,-17.69,18,66.67%,77.78%,0.805902727284111,0.805902727284111,1,3.52198168697503e-10
56,Cluster_3109,FUN_001927,ntLink_6:17897083-17898083;2 10;794 815,-11.21,8,87.50%,100.00%,0.84048409317721,0.84048409317721,1,1.16745599069956e-11
57,Cluster_3109,FUN_009784,ptg000004l:11588944-11589944;2 21;753 773,-13.81,19,63.16%,78.95%,0.86060481253996,0.86060481253996,1,1.08342190410297e-12
58,Cluster_5685,FUN_008590,ptg000002l:13220214-13221214;2 20;865 887,-10.24,20,80.00%,80.00%,0.87194629694686,0.87194629694686,1,2.3953278591719e-13
59,Cluster_5685,FUN_027906,ptg000021l:12960200-12961200;2 15;580 600,-11.68,13,84.62%,84.62%,0.892581880836208,0.892581880836208,1,1.02406034629147e-14
60,Cluster_5685,FUN_034222,ptg000024l:6207050-6208050;2 21;491 512,-11.8,19,73.68%,73.68%,0.825853784997034,0.825853784997034,1,5.40231035464278e-11
61,Cluster_11565,FUN_010858,ptg000007l:3646091-3647091;2 18;211 232,-17.74,16,75.00%,87.50%,0.911224518014561,0.911224518014561,1,3.23492130015751e-16
62,Cluster_12081,FUN_008750,ptg000002l:15194547-15195547;2 18;14 34,-13.3,16,68.75%,75.00%,0.81149752702448,0.81149752702448,1,2.12901268245117e-10
63,Cluster_12081,FUN_028435,ptg000021l:19826645-19826994;2 20;215 237,-16.86,20,65.00%,70.00%,0.860011677542976,0.860011677542976,1,1.16810863541252e-12
64,Cluster_12087,FUN_008750,ptg000002l:15194547-15195547;2 18;14 34,-13.3,16,68.75%,75.00%,0.810666266980935,0.810666266980935,1,2.29674106565497e-10
65,Cluster_15097,FUN_009206,ptg000004l:3970659-3971659;2 17;491 512,-13.13,15,73.33%,80.00%,0.840639432736854,0.840639432736854,1,1.14768478234155e-11
66,Cluster_5685,FUN_017000,ptg000011l:10064783-10065783;2 21;459 484,-13.3,23,69.57%,73.91%,0.869130269730965,0.869130269730965,1,3.5298172352146e-13
67,Cluster_5685,FUN_037284,ptg000026l:8093803-8094803;2 16;689 709,-11.82,14,78.57%,85.71%,0.820733022280605,0.820733022280605,1,8.93420568069903e-11
68,Cluster_12081,lncRNA_12250,ptg000018l:11300852-11305084;2 20;1393 1414,-14.95,20,70.00%,75.00%,0.824596073943882,0.824596073943882,1,6.12194632731295e-11
69,Cluster_12081,lncRNA_12250,ptg000018l:11300852-11305084;2 16;1027 1047,-18.99,14,78.57%,92.86%,0.824596073943882,0.824596073943882,1,6.12194632731295e-11
70,Cluster_12083,lncRNA_6836,ptg000008l:18429096-18430276;2 19;706 727,-18.41,18,66.67%,77.78%,0.84229995383867,0.84229995383867,1,9.55063507856322e-12
71,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 20;15763 15786,-10.05,20,65.00%,75.00%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
72,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 20;25536 25559,-10.05,20,65.00%,75.00%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
73,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 20;37450 37473,-10.05,20,65.00%,75.00%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
74,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 20;63543 63566,-10.05,20,65.00%,75.00%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
75,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 20;77083 77106,-10.05,20,65.00%,75.00%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
76,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 21;59859 59883,-12.42,22,68.18%,72.73%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
77,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 21;19006 19027,-10.25,19,57.89%,78.95%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
78,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 21;28804 28825,-10.25,19,57.89%,78.95%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
79,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 21;40724 40745,-10.25,19,57.89%,78.95%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
80,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 17;32249 32270,-12.53,15,73.33%,86.67%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
81,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 19;11570 11589,-12.73,17,82.35%,82.35%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
82,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 19;1735 1754,-12.73,17,82.35%,82.35%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
83,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 19;20725 20744,-12.73,17,82.35%,82.35%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
84,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 19;44185 44204,-12.73,17,82.35%,82.35%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
85,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 19;55013 55032,-12.73,17,82.35%,82.35%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
86,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 19;72724 72743,-12.73,17,82.35%,82.35%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
87,Cluster_5685,lncRNA_13045,ptg000020l:7883079-7965887;2 17;56551 56572,-15.02,15,80.00%,86.67%,0.829371596861682,0.829371596861682,1,3.78750071677204e-11
